sector,mode,symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,pnl,hold_days,exit_reason
半導體,A_純技術,2454.TW,2019-07-30,2019-10-29,226.72418212890625,273.74072265625,20.737329421972305,10030.283369640034,91,停利
半導體,A_純技術,6415.TW,2019-09-19,2019-11-12,184.97105407714844,230.55409240722656,24.643335984378496,11375.059187329054,54,停利
半導體,A_純技術,3034.TW,2019-11-22,2019-12-04,150.69020080566406,137.04876708984375,-9.052634904517006,-4901.508209180378,12,停損
半導體,A_純技術,2454.TW,2020-01-15,2020-01-30,289.7611389160156,267.1235656738281,-7.812494569449072,-4037.6458378871175,15,賣出信號
半導體,A_純技術,6415.TW,2020-01-10,2020-03-13,259.10345458984375,230.31419372558594,-11.111106530721758,-5919.579525416419,63,停損
半導體,A_純技術,2330.TW,2020-03-13,2020-03-18,256.10162353515625,229.60841369628906,-10.34480354835796,-5477.640633395633,5,停損
半導體,A_純技術,2344.TW,2020-05-27,2020-06-15,12.93051815032959,11.800228118896484,-8.741258612318603,-4648.75333523989,19,停損
半導體,A_純技術,2454.TW,2020-06-19,2020-07-08,380.3115539550781,468.8293762207031,23.275081007946607,11253.115926627936,19,停利
半導體,A_純技術,3711.TW,2020-07-02,2020-08-19,54.66680908203125,50.160186767578125,-8.243799830516235,-4161.0899336673465,48,停損
半導體,A_純技術,2344.TW,2020-12-01,2020-12-03,18.17217445373535,19.629592895507812,8.020055307541272,3350.2793768523843,2,賣出信號
半導體,A_純技術,6415.TW,2020-11-05,2020-12-16,513.2144165039062,618.0258178710938,20.4225364675409,9908.261776258485,41,停利
半導體,A_純技術,6415.TW,2020-12-16,2020-12-23,618.0258178710938,567.42724609375,-8.187129131860551,-4232.71707114212,7,停損
半導體,A_純技術,3034.TW,2020-11-09,2020-12-29,193.00228881835938,232.19554138183594,20.307143922195962,9357.386253311946,50,停利
半導體,A_純技術,2344.TW,2021-02-18,2021-03-04,28.69291114807129,25.73253059387207,-10.317463219127603,-5269.503261191036,14,停損
半導體,A_純技術,2303.TW,2021-01-19,2021-03-05,39.99855041503906,35.50814437866211,-11.226421932252336,-6009.636865452041,45,停損
半導體,A_純技術,3711.TW,2021-04-26,2021-05-05,91.34107208251953,82.43919372558594,-9.745756376596326,-5198.4240506559145,9,停損
半導體,A_純技術,2330.TW,2021-07-13,2021-08-20,555.8218994140625,505.4591979980469,-9.060942267497392,-4828.94549819544,38,停損
半導體,A_純技術,3034.TW,2021-07-27,2021-08-24,343.8470458984375,313.3255310058594,-8.876480184038952,-4499.4563534410845,28,停損
半導體,A_純技術,3711.TW,2021-10-05,2021-10-12,80.41785430908203,74.81660461425781,-6.965181728545124,-3744.978114284815,7,賣出信號
半導體,A_純技術,2379.TW,2021-11-30,2022-02-07,442.4174499511719,403.357177734375,-8.828827213101071,-4651.495623834213,69,停損
半導體,A_純技術,2303.TW,2023-01-09,2023-02-01,36.92257308959961,40.86374282836914,10.674147029800814,4959.164105361473,23,賣出信號
半導體,A_純技術,2344.TW,2023-03-03,2023-05-15,24.34893798828125,22.351566314697266,-8.20311618742997,-4343.755290799076,73,停損
半導體,A_純技術,2454.TW,2023-06-19,2023-10-30,636.7738037109375,769.7041015625,20.875591470139373,9981.033958069653,133,停利
半導體,A_純技術,2454.TW,2023-12-15,2024-01-17,894.5453491210938,810.3817749023438,-9.408530747093165,-4967.437411351668,33,停損
半導體,A_純技術,2303.TW,2024-01-25,2024-02-05,46.538082122802734,42.80079650878906,-8.0305965427451,-4057.679335635781,11,停損
半導體,A_純技術,6415.TW,2024-04-10,2024-04-30,350.4740905761719,430.32891845703125,22.784802080399082,10406.20581642865,20,停利
半導體,A_純技術,3034.TW,2024-01-15,2024-09-18,479.19207763671875,473.3089904785156,-1.227709603885222,-856.9238664599325,247,賣出信號
半導體,A_純技術,2303.TW,2024-11-01,2024-12-12,43.77409362792969,39.922725677490234,-8.798281429137623,-4666.631540413378,41,停損
半導體,A_純技術,6415.TW,2024-12-10,2024-12-13,439.2016906738281,395.82373046875,-9.876546726978026,-4942.2339588209725,3,停損
半導體,A_純技術,2454.TW,2025-01-07,2025-04-07,1433.4478759765625,1245.8489990234375,-13.087247893497336,-6733.683353590059,90,停損
半導體,A_純技術,2344.TW,2025-08-18,2025-09-08,19.000520706176758,24.47187614440918,28.79581840330183,13795.562513988996,21,停利
半導體,A_純技術,2303.TW,2025-09-24,2025-09-30,44.849998474121094,45.54999923706055,1.560759836688424,482.6181945145072,6,賣出信號
半導體,A_純技術,2303.TW,2026-01-07,2026-01-08,54.099998474121094,52.79999923706055,-2.402956143672362,-1409.5254313056284,1,賣出信號
半導體,A_純技術,2454.TW,2025-11-28,2026-01-26,1368.47216796875,1770.0,29.341322493043144,14266.714814126644,59,停利
