sector,mode,symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,pnl,hold_days,exit_reason,entry_score,entry_indicators
半導體,B_技術+盤勢,6415.TW,2019-07-16,2019-07-24,154.02259826660156,149.2244110107422,-3.1152488724765393,-1579.9854414535293,8,賣出信號,52.324999999999996,"EMA Cross,Volume,ADX,Stoch RSI"
半導體,B_技術+盤勢,2344.TW,2019-07-10,2019-07-26,14.341285705566406,17.542102813720703,22.3188992526098,10275.919856827422,16,停利,68.9,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2344.TW,2019-07-26,2019-08-07,17.542102813720703,16.09532928466797,-8.247435010591365,-3837.981132814326,12,停損,60.949999999999996,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2330.TW,2019-07-30,2019-08-26,226.23471069335938,216.2281494140625,-4.423088414960276,-2067.6784188919773,27,賣出信號,53.705,"EMA Cross,Volume,ADX,Pullback Support"
半導體,B_技術+盤勢,2454.TW,2019-07-11,2019-09-23,224.634521484375,270.25799560546875,20.31009028337045,8859.063173919545,74,停利,51.96606915185222,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2344.TW,2019-09-12,2019-10-01,16.86392593383789,16.321388244628906,-3.2171493834681097,-1559.4183821902407,19,賣出信號,58.21321632913142,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2454.TW,2019-09-23,2019-10-16,270.25799560546875,250.7548828125,-7.216479478905045,-3096.2317721692452,23,賣出信號,51.35,"EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,6415.TW,2019-09-02,2019-10-28,169.13697814941406,206.3231201171875,21.98581432318339,9232.579958051829,56,停利,54.05,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2379.TW,2019-09-26,2019-11-04,176.13221740722656,168.96624755859375,-4.068517363898695,-1754.796400179599,39,賣出信號,53.95,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,3711.TW,2019-07-19,2019-11-11,51.01753616333008,58.65214920043945,14.964683932731571,5827.454870551672,115,賣出信號,56.349999999999994,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,3034.TW,2019-09-20,2019-11-22,117.37973022460938,150.690185546875,28.378371000278452,10820.023514681685,63,停利,56.61020404299565,"EMA Cross,Volume,ADX,Pullback Support"
半導體,B_技術+盤勢,2330.TW,2019-09-27,2019-11-26,238.46249389648438,269.14703369140625,12.867658680212374,4396.370381095687,60,賣出信號,55.84624567036677,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,3034.TW,2019-11-22,2019-12-04,150.690185546875,137.04876708984375,-9.052625695246643,-4154.437645840255,12,停損,80.60000000000001,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2303.TW,2019-07-08,2019-12-05,9.627254486083984,11.892403602600098,23.528505658496343,11419.696010478743,150,停利,54.7442580772569,"EMA Cross,Volume,ADX,Pullback Support"
半導體,B_技術+盤勢,3034.TW,2019-12-05,2019-12-20,140.53843688964844,134.82806396484375,-4.063210785024245,-2118.861108560348,15,賣出信號,57.53078598218474,"EMA Cross,ADX,Stoch RSI,Pullback Support"
半導體,B_技術+盤勢,2303.TW,2019-12-05,2020-01-03,11.892403602600098,11.712760925292969,-1.5105666046168555,-1006.2891078708126,29,賣出信號,68.9,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,3711.TW,2019-12-12,2020-01-06,63.61502456665039,59.17850875854492,-6.974006279691469,-2952.983161837001,25,賣出信號,55.18062737326555,"MACD,EMA Cross,Volume,ADX"
