半導體_baseline,半導體_regime,電子_baseline,電子_regime,金融_baseline,金融_regime,傳產_baseline,傳產_regime
1000000.0,1006225.4376762212,1007729.2504666208,1006014.902503991,1000000.0,999663.4422468037,1000000.0,1005558.5435698917
1000000.0,1008720.2231525886,1010029.4834809243,1008198.0968831106,1000000.0,998799.6564776885,1000000.0,1004774.2576474712
1000000.0,1010410.2114156495,1007468.8047795768,1005507.0740684321,1000000.0,998257.8743589754,1000000.0,1005108.1279283514
999928.75,1009691.930842185,1002490.2848287132,999502.9911982483,1000000.0,997896.6844964175,1000000.0,1004951.8160161687
998239.0379767182,1006642.7288192586,1003140.4507726828,1000240.0520060768,999928.75,998205.7804072688,1000000.0,1004220.6611522818
998162.2305903949,1006884.5895289673,1002442.0591000858,1000513.8826714503,999287.7246757151,995628.6685985586,1000000.0,1003995.6904249319
998469.450040522,1004674.6031897997,997007.6158820572,995254.5231559541,998967.2104694616,993428.7026487957,1000000.0,1002746.5363236505
997855.014505323,1004024.6110789523,990877.3588644686,987266.7195974654,999074.0475088054,992975.9954416897,1000000.0,1001139.1289941233
997394.1836476048,1003634.6125218723,990098.3770082843,986845.4095459657,998646.6993514302,992197.4809406955,999928.75,999389.5553401022
998776.6694906491,1002389.839945287,991931.3777610403,989068.0615942015,998433.0221845205,991620.7043080027,999872.6878326674,999280.0207154183
998546.2574268453,1002389.839945287,996439.5468643291,996745.2551356263,998646.6993514302,992357.738238844,999592.4294837557,1001701.5558124979
999544.7197984945,1002389.839945287,1001741.8055223512,1001717.8626113293,998591.9173817547,994251.0669501342,998191.0800026705,999946.0806804947
998776.6694906491,1002389.839945287,996117.9191241852,996311.3997479422,997688.6587763934,992723.3069530585,998303.1938397855,998170.8998992784
999007.0916496187,1002389.839945287,997602.0805731282,997840.046939419,997801.5672601467,992903.9045594612,998415.2971793503,999156.6939986971
998546.2574268453,1002389.839945287,999125.8586029671,999341.2015231075,997688.6587763934,992130.4149184236,997742.6508980864,996226.4512271336
999391.1083909032,1002389.839945287,999817.0965861075,999961.4334824424,997914.4757439002,993389.4513452617,998247.1316724529,996226.4512271336
1004153.0182805113,1002389.839945287,1004471.1274382087,1004406.849881824,998140.2865349631,993733.6027875579,998247.1316724529,996226.4512271336
1003845.7887352183,1002389.839945287,1003489.2343915661,1003488.1686692202,998027.3780512096,993462.70370283,998751.6124468194,996226.4512271336
1003231.35993013,1002389.839945287,1007119.6403000827,1006916.7401239672,997688.6587763934,993011.2177121945,998639.5143560299,996226.4512271336
1002924.1371149477,1002389.839945287,1013612.5491292814,1013111.0271488082,998140.2865349631,992937.9653546262,998527.4110164652,996226.4512271336
1002540.1069134421,1002389.839945287,1012579.2207979744,1012815.4407304154,998366.1035024698,992723.3069530585,998695.5712745874,996226.4512271336
1002616.9142997654,1002389.839945287,1010150.4051235764,1011109.2909322958,997801.5672601467,991176.3303443122,997910.8164049838,996226.4512271336
1003000.9512313814,1002389.839945287,1010967.5943347864,1012052.4782430531,997914.4757439002,991249.606774405,997854.7594864263,996226.4512271336
1006149.9430238097,1002389.839945287,1012940.7364387698,1013413.8561794488,997801.5672601467,991142.272224271,997630.5475585217,996226.4512271336
1006073.1356374865,1002389.839945287,1013507.0153216699,1015395.2990896398,997801.5672601467,990549.3855380889,998078.9766631059,996226.4512271336
1006380.3584526689,1002318.4196691909,1014470.2078356276,1016907.5782253662,998479.0058097794,991486.4183145248,999312.1606372937,996226.4512271336
1006841.175850166,1004204.6287483233,1015153.4017305307,1017204.6600467793,998479.0058097794,992152.5787556759,998975.8348722742,996226.4512271336
1005842.7202086274,1002992.068546135,1014105.5293554749,1016015.8070703668,998140.2865349631,992333.1710118311,998583.4626862475,996226.4512271336
1005996.3316162186,1002318.4196691909,1016364.9523330458,1016439.1302350238,998366.1035024698,992564.8678354553,999031.8917908317,996226.4512271336
1006380.3584526689,1002992.068546135,1020373.1484636815,1020532.9598234314,998479.0058097794,993050.4146230506,1000096.9155068973,996226.4512271336
1007455.6214805308,1003261.533929146,1019873.8589444653,1020920.5973010457,998591.9173817547,993914.1950437131,999928.75,996226.4512271336
1007993.2630896275,1001779.4986235579,1020177.246754352,1019150.5564601771,999608.0875590916,996510.6617208961,999480.326144191,996226.4512271336
1007455.6214805308,1002857.330994435,1019780.3497122335,1020899.1068941795,999608.0875590916,996403.3271707621,999536.3778139733,996226.4512271336
1007532.4322319092,1002722.6096433833,1023067.2484153186,1023493.1644015488,999608.0875590916,995934.8081083178,999928.75,996226.4512271336
1008607.7019898817,1002183.6918378798,1025081.6152998318,1025863.5727107452,999833.8952619325,995844.5173304877,1001217.9908927453,996226.4512271336
1008761.3167625281,1002453.1442603723,1025081.6152998318,1028092.9516557648,1000059.7153176613,996042.1480086994,1000433.2360231417,996226.4512271336
1008607.7019898817,1002453.1442603723,1025081.6152998318,1028715.2490097069,1000172.6207131927,996888.8900055105,1000545.3446114814,996226.4512271336
1008309.6075026403,1003058.9522038494,1025008.5782347417,1033275.4936031037,1000172.6207131927,996691.259327299,1000265.0757650195,996226.4512271336
1009724.0842345847,1002475.1163704919,1029421.1860149815,1038466.5198994428,1000511.352340897,996657.1771329384,1000657.4531998213,996226.4512271336
1011617.8127242726,1003872.9387014013,1029351.8060070367,1040282.3631764913,1000059.7153176613,995505.4913033874,1000152.9724254548,996226.4512271336
1010540.1416191725,1003081.3986133941,1027455.9182421044,1038636.891416065,999946.803745686,995974.0103658318,999704.5380720955,996226.4512271336
1008171.2000483739,1002188.8315864452,1027455.9182421044,1036263.8704580098,999833.8952619325,995004.174369157,999424.2692256335,996226.4512271336
1007063.9074568215,1000616.9714548311,1026777.0571836552,1036745.2478110313,999495.1728988942,994733.2859849242,999144.0056279467,996226.4512271336
1006419.8722846844,999971.3910249745,1027725.9757734035,1037531.9212476877,999156.450535856,994462.3922504439,998527.4110164652,996226.4512271336
1007633.5651693877,1001720.1880009741,1029765.8443562142,1039666.5809159898,999720.996042845,994913.8782410794,998807.6693653769,996226.4512271336
1007311.9416463542,1002683.5788714413,1030642.2035760784,1042171.3549864405,999495.1728988942,994733.2859849242,998751.6124468194,996226.4512271336
1009942.4941256705,1004489.4132236068,1030120.6887399247,1041021.8108883863,999156.450535856,994372.0907721188,998359.2402607928,996226.4512271336
1009632.084649285,1003523.862961846,1034493.1310861324,1045329.1992082337,999608.0875590916,994281.7946440412,998359.2402607928,996226.4512271336
1008539.2207921476,1002227.9883339754,1037285.8586507437,1048095.6277843344,999382.2644151407,994462.3922504439,998527.4110164652,996226.4512271336
1007938.3933675529,1002517.4709662985,1042486.94458111,1051566.496637692,999833.8952619325,994552.6883785215,999200.057297729,996226.4512271336
1007866.370744087,1002026.3922838481,1041808.0780725006,1050670.8062253285,999269.3621078313,994462.3922504439,998359.2402607928,996155.4700924837
1009545.6624240896,1006384.1837767721,1044693.2457461497,1059625.380207411,999720.996042845,994552.6883785215,999256.1037187362,996787.6425247852
1009069.634343157,1006337.6015327205,1042996.0876498667,1056892.7558208464,999720.996042845,994733.2859849242,999368.212307076,995932.0621227956
1008795.2264057407,1007871.5472991192,1041977.796062193,1054675.2253500826,999833.8952619325,994733.2859849242,999256.1037187362,996150.3022342474
1008636.8190340048,1006970.7673105447,1042926.0064584694,1060066.7361541053,999766.212838495,994642.9952070941,999200.057297729,995855.0587695428
1007867.1667063893,1006473.4267058624,1045629.4633789745,1061899.1018300173,999639.2265231092,994733.2859849242,999312.1606372937,996552.8620425144
1006666.290441165,1004501.7999972232,1045886.945789905,1061134.5599598219,1000117.5086805495,994552.6883785215,999368.212307076,997870.9473393993
1006680.6939610105,1005349.4059301724,1046058.6038365589,1064705.5798816215,1000671.2382993994,995004.174369157,999816.6466604354,998956.0335739319
1007065.5234898736,1010278.3594234866,1046659.4023407971,1066238.834004395,999345.0676826063,994642.9952070941,999536.3778139733,997487.4898214166
1012405.8483832448,1015447.4129459853,1046745.2313641241,1070269.776092837,1000809.3742846263,995275.0681036372,1000040.8585883399,999251.275489585
1011713.8094994205,1012097.7712672285,1047002.7230931551,1068891.341413197,1000683.7246852578,995275.0681036372,999704.5380720955,999500.3470840679
1014790.79604672,1013249.8906634632,1047174.3764807587,1071996.317766645,1000714.3556513997,995455.6550095448,999760.594990653,1000317.5680747406
1014582.8746454552,1012334.9498093796,1047946.8330316509,1073337.5807773757,1000733.9342231142,995636.2579661951,999648.4864023131,999536.1785030323
1012857.9749769041,1011453.7154062544,1047689.3506207203,1073769.4055352414,1001337.8794241849,996539.2352977137,999872.6878326674,999225.5702633064
1015322.1212786644,1014632.1894475697,1046745.2313641241,1073270.3318407643,1000843.9373985829,996742.6405738237,999592.4294837557,998233.5138221043
1014459.6616490989,1015389.5615075747,1047517.6925740665,1079544.4826696161,1001044.7692414849,996976.6813858113,999816.6466604354,997959.8809516674
1013658.8143948854,1019146.1101697087,1048290.1491249586,1083144.4239808118,1002197.0211498153,997752.5046867009,1000433.2360231417,1000014.0773120194
1016307.7782321222,1025680.9238823713,1048204.3247606818,1082650.5657300192,1003971.3512721226,998175.5093481843,1000769.5512906108,999985.3751473414
1016985.4203262114,1025904.8532960389,1048461.8071716124,1081381.352501099,1005212.9992093882,998673.3461346308,1000321.132683577,998842.8262784563
1015568.5315989128,1022783.5686341347,1048375.9781482854,1080706.7526224498,1006016.3139639496,998276.3987697412,1000040.8585883399,997958.5118891099
1016800.602790735,1020761.4482932801,1053611.5252759769,1085166.9007428607,1005394.2396237053,997779.2537815425,999648.4864023131,997329.4707892637
1018895.1296940068,1019972.9242104278,1052843.2301976017,1079841.6478971525,1004841.9599413788,994853.6942731664,998975.8348722742,996426.3220537354
1021405.3336500091,1026107.8388748408,1052843.2301976017,1083140.3196821345,1005243.6204729213,996471.5891571912,999087.9382118388,996362.6937191286
1021405.3336500091,1025311.0944023426,1052843.2301976017,1089296.8266554077,1004601.9777432185,995966.9018623477,998807.6693653769,996209.452499006
1021405.3336500091,1026417.2018933455,1052768.21511745,1091119.8377089123,1004300.7268246037,995004.1275669278,998975.8348722742,994874.2021025039
1021405.3336500091,1026632.1466494102,1052691.6513302492,1095056.7644403249,1004772.1686775463,996280.7907110711,998919.7832024918,994700.7269501796
1021405.3336500091,1028940.9078470655,1053334.7106636823,1095722.3219708912,1005132.1487629574,997306.9610584832,998919.7832024918,995254.8806339058
1021405.3336500091,1030691.6839567939,1053794.0266253771,1095528.0862923497,1004872.5845989974,997619.3968426809,998695.5712745874,995316.458195501
1021405.3336500091,1030456.0793106216,1054069.6180898452,1093732.635437986,1004981.5264579118,996569.7195544627,998415.2971793503,996200.7681080414
1021405.3336500091,1027321.0752086185,1053518.435160909,1091629.5965443563,1003929.6807684237,994886.3115969567,998471.3488491325,995260.3993495402
1021332.5585199866,1032825.2983432072,1053702.1643767636,1088600.790663864,1004551.7650511004,995666.2374983504,998919.7832024918,995506.6948057108
1019074.7197451942,1031974.8379256291,1053242.843696441,1090260.98421094,1004992.5790921629,995444.340410246,999144.0056279467,996016.053171508
1018752.1779976632,1032145.2969383956,1053150.9767291998,1092607.5613453654,1004621.5463725006,994684.1450707219,999312.1606372937,994693.7094113809
1019074.7197451942,1032666.704066154,1053334.7106636823,1092712.9736499314,1004850.4795703188,994893.182371056,999424.2692256335,995113.4726645137
1018322.108544044,1032666.4120104341,1052507.9221143944,1093218.7289969027,1004630.0754642257,993939.1656389337,999087.9382118388,995393.3088641941
1018322.108544044,1031265.1144630503,1050946.2308575718,1090712.7829535878,1003578.226620476,992197.8506778092,998863.7315327096,994486.5526722387
1017676.9991922737,1030623.3065511377,1051129.9553547986,1089392.6126005605,1003327.191548241,991920.0696071715,998695.5712745874,995975.3438809844
1017461.9696368057,1031260.8264009267,1053150.9767291998,1094905.5087770803,1003486.3465789207,991744.2771123295,998695.5712745874,996965.2307360894
1016503.8301659586,1032441.7006271093,1053334.7106636823,1094432.3232334228,1003405.5094690078,991207.302208211,998751.6124468194,996900.5010921201
1016503.8301659586,1033863.0960718123,1053263.4568647547,1095297.8693841777,1002886.3673249225,991914.7278288915,998471.3488491325,996102.8246082014
1016503.8301659586,1032427.2146536575,1053418.5840618187,1099859.9676038611,1003636.9720382282,992115.42472316,998527.4110164652,995186.1521250518
1016503.8301659586,1033711.1874963227,1054798.6983092665,1098839.6872374036,1003687.1784218228,992122.0914370338,998415.2971793503,994776.8445513368
1016503.8301659586,1034095.8635683113,1053718.6686270887,1101381.1044292566,1003567.1839286573,992781.4395499226,998527.4110164652,995250.8817690212
1016503.8301659586,1033961.2482853134,1053863.6068300412,1101932.1060603117,1003957.8049226428,994218.1724281963,998527.4110164652,994981.4999044362
1016503.8301659586,1034679.4487747521,1055374.3775816702,1101945.210711665,1004119.4699195072,994806.0362418208,999031.8917908317,994357.0902518163
1016503.8301659586,1035515.6058584154,1056205.2688543566,1101972.494666455,1005782.3377946357,997442.8258984779,998639.5143560299,993452.8385783875
1016503.8301659586,1035983.4721764682,1055141.681329465,1102371.8359708125,1004800.2700324624,996166.8222952172,998751.6124468194,994152.4425080068
1016503.8301659586,1039273.7517520858,1058236.6605619565,1102564.9582349274,1005642.7678840174,996856.6576131803,999368.212307076,994476.096992821
1016503.8301659586,1038562.9425636346,1058328.5275291977,1103886.2901779308,1005492.1424247101,997158.2269393425,999424.2692256335,995859.2714976638
1016503.8301659586,1037479.4788750479,1058357.1345573578,1104449.3186780184,1005201.94002679,996637.2172343582,999256.1037187362,995178.1158462348
1016503.8301659586,1036797.278989275,1057579.3127536788,1104311.8421058045,1005520.2471737117,996371.6133905065,999760.594990653,995616.159147341
1016503.8301659586,1037144.3465072378,1055237.6460107353,1104449.3186780184,1005821.4980923265,996738.0322925689,1000040.8585883399,995839.748109153
