sector,mode,symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,pnl,hold_days,exit_reason,entry_score,entry_indicators
半導體,B_技術+盤勢,6415.TW,2019-07-16,2019-07-24,154.02259826660156,149.22439575195312,-3.1152587793273745,-1579.9896686526627,8,賣出信號,52.324999999999996,"EMA Cross,Volume,ADX,Stoch RSI"
半導體,B_技術+盤勢,2344.TW,2019-07-10,2019-07-26,14.341285705566406,17.542098999023438,22.31887265320063,10275.907278960112,16,停利,68.9,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2344.TW,2019-07-26,2019-08-07,17.542098999023438,16.09532928466797,-8.247415058118245,-3837.9723914574497,12,停損,60.949999999999996,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2330.TW,2019-07-31,2019-08-26,225.79965209960938,216.22816467285156,-4.238929217895978,-1991.6844340075768,26,賣出信號,60.27356369395591,"EMA Cross,Volume,ADX,Pullback Support"
半導體,B_技術+盤勢,2454.TW,2019-07-11,2019-09-23,224.63453674316406,270.2580261230469,20.31009569648074,8859.065605412005,74,停利,51.96606465644341,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2344.TW,2019-09-12,2019-10-01,16.863929748535156,16.321388244628906,-3.2171712761871327,-1481.4747418986008,19,賣出信號,58.21323533472062,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2454.TW,2019-09-23,2019-10-16,270.2580261230469,250.75486755371094,-7.216495602042274,-3096.4912088529527,23,賣出信號,51.35,"EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,6415.TW,2019-09-02,2019-10-28,169.136962890625,206.3231201171875,21.985825328204278,8771.066506944735,56,停利,54.05,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2379.TW,2019-09-26,2019-11-04,176.13221740722656,168.96621704101562,-4.06853469041543,-1754.946341372095,39,賣出信號,53.95,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,3711.TW,2019-07-19,2019-11-11,51.01753616333008,58.65214538574219,14.964676455504028,5827.451839811452,115,賣出信號,56.349999999999994,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,3034.TW,2019-08-30,2019-11-22,118.01422882080078,150.69021606445312,27.688175883663433,11693.974322878232,84,停利,52.324999999999996,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2330.TW,2019-09-27,2019-11-26,238.46258544921875,269.1470642089844,12.86762814466757,4396.71874134837,60,賣出信號,55.8462713168602,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,3034.TW,2019-11-22,2019-12-04,150.69021606445312,137.0487823486328,-9.052633987853337,-4159.277194915092,12,停損,80.60000000000001,"MACD,EMA Cross,Volume,ADX"
半導體,B_技術+盤勢,2303.TW,2019-07-08,2019-12-05,9.6272554397583,11.892404556274414,23.5285033277665,11419.69485027057,150,停利,54.74426736159527,"EMA Cross,Volume,ADX,Pullback Support"
半導體,B_技術+盤勢,3034.TW,2019-12-05,2019-12-20,140.53843688964844,134.82806396484375,-4.063210785024245,-2121.0739383566106,15,賣出信號,57.5307883921099,"EMA Cross,ADX,Stoch RSI,Pullback Support"
半導體,B_技術+盤勢,3711.TW,2019-12-12,2020-01-06,63.615020751953125,59.17851257324219,-6.973994704819344,-2956.062580918893,25,賣出信號,55.180627847470795,"MACD,EMA Cross,Volume,ADX"
