半導體_A_純技術,半導體_B_技術+盤勢,半導體_C_最佳化,電子_A_純技術,電子_B_技術+盤勢,電子_C_最佳化,金融_A_純技術,金融_B_技術+盤勢,金融_C_最佳化,傳產_A_純技術,傳產_B_技術+盤勢,傳產_C_最佳化
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,999861.0675765625,999928.75,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1002693.1086459538,1001788.1714762271,1000000.0,1000000.0,1000000.0,1000000.0,999928.75,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1002346.5198645547,1002576.3085403044,999928.75,999928.75,999928.75,1000000.0,999335.8633138179,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1004737.7899882502,1003994.9545906584,1000141.9718230404,1000141.9718230404,1000141.9718230404,1000000.0,999533.4993404823,1000000.0,1000000.0,1000000.0,1000000.0
1000000.0,1003060.4472731779,1003364.4456043817,999289.0951282093,999289.0951282093,999289.0951282093,1000000.0,999731.1193217884,1000000.0,1000000.0,999928.75,1000000.0
1000000.0,1001901.2601348488,1003049.1894487805,998542.8240462332,998542.8240462332,998542.8240462332,1000000.0,999928.75,1000000.0,1000000.0,1000547.419432857,1000000.0
1000000.0,1001754.7901757931,1002733.9332931794,997515.6557826662,997515.6557826662,997515.6557826662,1000000.0,999928.75,1000000.0,1000000.0,1000603.6621085713,1000000.0
1000000.0,1001912.4182535937,1002891.5613709799,999371.4027380043,999307.1092581113,999371.4027380043,1000000.0,999928.75,1000000.0,1000000.0,1001053.6089578273,1000000.0
1000000.0,1002655.9228426911,1004310.2107462597,1005551.6397932136,1005076.3043502552,1005551.6397932136,1000000.0,999731.1193217884,1000000.0,1000000.0,1001379.6198208478,1000000.0
1000000.0,1003601.6846596432,1005255.9725632118,1003794.4636106709,1003319.1281677125,1003794.4636106709,1000000.0,999335.8633138179,1000000.0,1000000.0,999799.4518951392,999928.75
1000000.0,1004287.9953696735,1005098.347810337,1006299.9743491969,1005705.6451195255,1006238.900124209,1000000.0,999138.237984059,1000000.0,1000000.0,1000472.0134727696,1002102.6625098033
1000000.0,1006225.414513838,1008250.8927417204,1007729.2811908977,1006014.9460919698,1007764.853695596,1000000.0,999663.436898351,999928.75,1000000.0,1005558.5352509001,1005938.9794256046
1000000.0,1008720.199679945,1011088.1848424284,1010029.4965993398,1008198.1228699677,1009948.4607516323,1000000.0,998799.6618261413,999643.5773125954,1000000.0,1004774.2528435371,1005691.1341603963
1000000.0,1010410.1880874324,1012857.6451790573,1007468.8195499722,1005507.1057004605,1007256.78152124,1000000.0,998257.8743571807,999073.2319377864,1000000.0,1005108.1265961514,1005691.1341603963
999928.75,1009691.912944294,1012857.6451790573,1002490.2992648191,999503.0144751471,1001249.8258417462,1000000.0,997896.6844946228,998693.0035653345,1000000.0,1004951.8166587303,1005691.1341603963
998239.0412280541,1006642.7139525322,1012857.6451790573,1003140.4634493713,1000240.0735274232,1001987.3262694299,999928.75,998205.7804090637,999290.7334662774,1000000.0,1004220.6564309028,1005691.1341603963
998162.2338365617,1006884.5801787195,1012857.6451790573,1002442.0520965504,1000513.8927081159,1002263.2365179576,999287.7276847523,995628.6768679062,997921.3455624661,1000000.0,1003995.6857280456,1005691.1341603963
998469.446577254,1004674.5881663996,1012857.6451790573,997007.6280013173,995254.5481357598,997004.1113240364,998967.2196153508,993428.7273675327,996951.4790406161,1000000.0,1002746.5317553073,1005619.4786670874
997855.0177308138,1004024.596000004,1012857.6451790573,990877.3687896192,987266.750353781,989012.5728417675,999074.0443150026,992976.0006237611,996577.670836526,1000000.0,1001139.131385298,1004696.8386748997
997394.1834770257,1003634.6028938813,1012857.6451790573,990098.3779885331,986845.4195436293,988591.5196328886,998646.7053695045,992197.4946709633,996171.7292862027,999928.75,999389.5574445226,1002736.1950193164
998776.6727781682,1002389.8247266312,1012857.6451790573,991931.3995607875,989068.0954536991,990818.5877467336,998433.0281761996,991620.7179969024,995669.8165573836,999872.6983302176,999280.022803691,1002620.8608689278
998546.257333802,1002389.8247266312,1012857.6451790573,996439.5638602747,996745.2882460882,998504.9352887904,998646.7053695045,992357.7547389561,996240.1506676688,999592.4294837557,1001701.5526988986,1004696.8386748997
999544.7265027597,1002389.8247266312,1012857.6451790573,1001741.8189416912,1001717.8921746165,1003481.3948287801,998591.9233930621,994251.074812758,996050.0449298357,998191.0800026705,999946.0882240138,1002966.8633200937
998776.6727781682,1002389.8247266312,1012857.6451790573,996117.9082812492,996311.4059170891,998069.714358782,997688.6615878997,992723.320598857,995669.8165573836,998303.1885910104,998170.902164448,1002851.5291697051
999007.0848574791,1002389.8247266312,1012857.6451790573,997602.0936908273,997840.0761798653,999598.5965079432,997801.5700856006,992903.9182052597,995859.9335597407,998415.2971793503,999156.692904647,1003889.5143825887
998546.257333802,1002389.8247266312,1012857.6451790573,999125.866629031,999341.2256727786,1001100.6218954589,997688.6615878997,992130.4285642221,995669.8165573836,997742.6561468616,996226.4532056481,1000804.1278459376
999391.1150848303,1002389.8247266312,1012857.6451790573,999817.1046082652,999961.4576344201,1001721.991127141,997914.4724068567,993389.4596426075,995954.9836125262,998247.136921228,996226.4532056481,1000804.1278459376
1004153.0185648092,1002389.8247266312,1012857.6451790573,1004471.1478249434,1004406.8866023169,1006169.0495804104,998140.2894022585,993733.6164333564,996525.3289873352,998247.136921228,996226.4532056481,1000804.1278459376
1003845.799094006,1002389.8247266312,1012857.6451790573,1003489.2531558962,1003488.2035780341,1005250.1757842179,998027.374728113,993462.7173486286,996240.1506676688,998751.6176955946,996226.4532056481,1000804.1278459376
1003231.3601523993,1002389.8247266312,1012857.6451790573,1007119.6503277684,1006916.7664955994,1008682.0398741637,997688.6615878997,993011.2313579931,995764.8666101692,998639.5143560299,996226.4532056481,1000804.1278459376
1002924.1440466515,1002389.8247266312,1012857.6451790573,1013612.5755830081,1013111.0691656191,1014943.4364874722,998140.2894022585,992937.9683017244,995479.6939227647,998527.40576769,996226.4532056481,1000804.1278459376
1002540.1104542448,1002389.8247266312,1012857.6451790573,1012579.2360126424,1012815.469081196,1013931.8447174995,998366.112574105,992723.320598857,995669.8165573836,998695.5660258122,996226.4532056481,1000804.1278459376
1002616.9212107927,1002389.8247266312,1012857.6451790573,1010150.4255742219,1011109.3213133693,1011510.2834626418,997801.5700856006,991176.3546906059,995289.5910010627,997910.8164049838,996226.4532056481,1000804.1278459376
1003000.9413429775,1002389.8247266312,1012857.6451790573,1010967.6150261351,1012052.5059774485,1012276.7286296161,997914.4724068567,991249.615069956,995574.7552400742,997854.7699839765,996226.4532056481,1000804.1278459376
1006149.9501726138,1002389.8247266312,1012857.6451790573,1012940.7575643372,1013413.8872778161,1014177.3793321911,997801.5700856006,991142.2912185224,995669.8165573836,997630.5423097466,996226.4532056481,1000804.1278459376
1006073.139416066,1002389.8247266312,1012857.6451790573,1013507.0420829775,1015395.3411558329,1014729.1654837059,997801.5700856006,990549.3938354347,995669.8165573836,998078.981911881,996226.4532056481,1000804.1278459376
1006380.3622519247,1002389.8247266312,1012857.6451790573,1014470.2237734224,1016907.5926879842,1015583.5136850384,998479.0056306941,991486.4373087762,996240.1506676688,999312.1658860688,996226.4532056481,1000804.1278459376
1006841.1931406574,1002389.8247266312,1012857.6451790573,1015153.4287403524,1017204.6920577931,1018106.3683960565,998479.0056306941,992152.5924014745,996525.3289873352,998975.8296234991,996226.4532056481,1000804.1278459376
1005842.7273367551,1002389.8247266312,1012857.6451790573,1014105.5506116658,1016015.8326576791,1016993.7498118536,998140.2894022585,992333.1900078772,996715.4459896922,998583.4574374724,996226.4532056481,1000804.1278459376
1005996.335389629,1002389.8247266312,1012857.6451790573,1016364.9737032508,1016439.158697753,1019029.4282352675,998366.112574105,992564.8868315015,996335.2176172402,999031.8865420566,996226.4532056481,1000804.1278459376
1006380.3622519247,1002389.8247266312,1012857.6451790573,1020373.1759949788,1020532.9939963291,1023689.7768166817,998479.0056306941,993050.4336155071,996430.2620377638,1000096.9102581221,996226.4532056481,1000804.1278459376
1007455.632082264,1002389.8247266312,1012857.6451790573,1019873.8971364532,1020920.6615441357,1022722.0807709201,998591.9233930621,993914.2140397591,996715.4459896922,999928.75,996226.4532056481,1000804.1278459376
1007993.2669974337,1002389.8247266312,1012857.6451790573,1020177.268968272,1019150.6001559924,1020638.8079946217,999608.0875194805,996510.6753648999,998616.5765874285,999480.326144191,996226.4532056481,1000804.1278459376
1007455.632082264,1002389.8247266312,1012857.6451790573,1019780.3664700676,1020899.1401292369,1020696.2320946403,999608.0875194805,996403.3408165607,998711.6379047378,999536.3725651982,996226.4532056481,1000804.1278459376
1007532.4361087009,1002389.8247266312,1012857.6451790573,1023067.2763540726,1023493.2008125663,1024484.4624773547,999608.0875194805,995934.827102569,998426.4708495954,999928.75,996226.4532056481,1000804.1278459376
1008607.7059390403,1002389.8247266312,1012857.6451790573,1025081.6381380836,1025863.6106110886,1026884.6686444624,999833.8983384375,995844.5309744915,998331.4151645479,1001217.9908927453,996226.4532056481,1000804.1278459376
1008761.3139919142,1002389.8247266312,1012857.6451790573,1025081.6381380836,1028092.9851354215,1027012.5691826965,1000059.721510284,996042.1563042504,998331.4151645479,1000433.2360231417,996226.4532056481,1000804.1278459376
1008607.7059390403,1002389.8247266312,1012857.6451790573,1025081.6381380836,1028715.2897309889,1028592.5197280262,1000172.6238315402,996888.8983028564,998806.6992220473,1000545.3498602567,996226.4532056481,1000804.1278459376
1008309.604706181,1002318.4044516194,1012785.4790718382,1025008.6010713663,1033275.5265763589,1028551.5895864995,1000172.6238315402,996691.2783215502,998806.6992220473,1000265.0810137946,996226.4532056481,1000804.1278459376
1009724.1028372628,1002838.4583463147,1013310.9638185444,1029421.2098883559,1038466.5453736302,1032894.5481681625,1000511.3555010875,996657.2014774373,999186.9219622375,1000657.4531998213,996226.4532056481,1000804.1278459376
